"","y1","y2","y3","y4","y5","y6","z"
"1",0.388380256198486,0.729011630238787,0.0650603018939723,-0.394791824967582,0.485731905726909,-0.135803983197716,"F"
"2",-0.668171037436201,1.25142578839259,-0.50424365515036,-0.708218756977999,-0.143115889624365,0.392367308972717,"M"
"3",-0.0271980843303173,1.44660064688869,-0.49181509189614,-0.637903805990318,-0.909987657775881,0.175367025958452,"F"
"4",0.162247665971704,0.0901863984249247,-0.868940203334156,0.344933037672164,0.642145160990339,0.0380118785758102,"F"
"5",0.59820717408507,-0.221316886886774,0.601320863055365,1.03554460068032,1.03593050401056,0.23797404747354,"F"
"6",-1.49754896933723,-0.965659179479469,-0.789520033096768,-0.643618012334015,-2.04741338962918,-1.35335083696237,"M"
"7",-1.25630250062451,0.408932909925988,-0.45809128230224,0.327394608460221,0.120733601825578,-0.229875986738882,"M"
"8",0.160405894849008,0.346643022516111,-0.96477749585296,-0.776873571900649,0.617102172331792,0.709904102299542,"M"
"9",0.292233895627573,-0.542366139781422,0.497820032080795,2.96214744104954,1.54250222213216,0.609398540004806,"F"
"10",-1.44270667822313,0.105281655377765,0.442716060196378,-0.765732211771051,-0.844680914196678,-1.52667133401638,"F"
"11",-0.762696822246134,-0.845034516407995,-0.808015598180621,-0.874899076170266,-2.14800461015674,-1.00606833529198,"M"
"12",1.03565595148654,-0.14106290586581,-0.0256830140799383,1.649107784238,0.891407583195961,0.630960967740359,"F"
"13",0.779513543428435,1.49227889319667,-0.0688286744009596,0.638296281533689,-0.684235924616121,-0.0294886587800365,"F"
"14",0.118917814166344,0.709140551660946,0.98135395906202,0.537178004938184,0.499660661354729,-0.0995408033456079,"F"
"15",-1.06576742128254,-0.645394689237203,0.909024815469407,0.101878135559979,-0.590464632266614,-1.08342794549928,"M"
"16",-1.53318525428933,-1.45589066207883,-0.644973763797461,-0.865035701293691,0.108527453299587,-0.37389130457463,"M"
"17",0.307578006426588,3.00192411673942,0.71252114795691,1.85621482656808,0.570126620783473,0.941155589615657,"F"
"18",-0.869696265224445,-2.35676264384783,-0.477279878702602,-0.745305328839791,-0.479644859361605,-0.942292766541489,"M"
"19",0.179366103679399,1.33151834577633,0.494354601722638,1.69081243914179,0.65145657896662,1.33805901116241,"M"
"20",-0.764648898251337,-0.0443344891590024,-0.162942959101353,0.142952538649618,-0.97219093146207,-0.320811336545603,"F"
"21",-1.33086831496263,-0.259689926228252,-0.200052976981013,0.439049803425114,0.562845919227401,-0.705489922784805,"M"
"22",-0.383127892756365,-0.000582684703493349,-0.310457410973618,-1.19181979862154,-0.204099029631116,0.514310715300604,"F"
"23",0.0998237338819704,-0.422233184091917,0.802267081320802,-0.551359937246216,-0.0148669492593585,0.0826481622723031,"M"
"24",-0.995416068500771,-0.609788614379518,0.313077055528109,-0.992797800145289,-0.851845630910118,-1.08518749911515,"M"
"25",-0.638238187764482,-0.410854591197434,-0.668775698520041,-0.50365610086959,-0.834026525311144,0.0757178141942575,"F"
"26",-0.0701197892902181,1.30131836239085,0.921529625092468,0.30788520567116,0.265157836350985,1.13583373622713,"F"
"27",-1.52337870998525,-0.413365833875131,-0.845082076159078,0.783484405421956,-0.195952900601772,-1.04965627244221,"F"
"28",0.645701981920264,0.636227063620146,0.539850573391486,0.907237011971455,1.55914832848484,0.973664427884044,"M"
"29",0.618137934379275,0.660656270464895,0.63763277872119,1.09515949902116,0.915411377219124,0.222493231214913,"F"
"30",-0.255784648458089,-0.700179810316709,0.763302634920075,1.1795174824965,0.72593041021809,0.805546282337293,"F"
"31",-1.11671536255506,-0.974018555670538,-0.634961988944516,-1.33806060642271,-1.41253245411862,-0.963181380436108,"M"
"32",0.324961463642339,-0.40033011634834,0.28175540566712,-0.686733883970372,0.0272699028151853,-0.704986679354295,"F"
"33",0.389588072990492,0.42522854880896,1.3768311683019,0.672493345761051,-0.417607740347383,-0.144826339953464,"M"
"34",0.949711101521119,1.73088631181727,2.04860317794874,0.859718019011848,0.631678028133961,0.445071966246531,"F"
"35",-0.0931915381027875,-0.116114740245182,-0.213081374527235,1.40405726529198,-0.225744798377537,0.458327119846144,"M"
"36",-0.840868786553287,0.380021926154939,-0.317426846364544,0.992209607219415,-1.41596978836027,-1.59345366331821,"F"
"37",-1.60758487841159,0.886081579099742,-0.939428632061969,-1.97979176787448,0.447748013639434,0.898619136217011,"M"
"38",-0.796261931754731,-1.06550034433778,-1.7571170943532,0.375027226827948,-0.20588976584133,0.209865273974549,"M"
"39",-0.612318140450637,-0.843204267278866,-0.190417440007088,0.146795512334234,1.72074996012729,-0.255155930875478,"F"
"40",-0.840409991821435,0.326462748522526,-0.0369574717142303,-0.0915120841321415,-0.990213935114605,-1.05145321904599,"M"
"41",0.497336511485105,1.62699089089488,1.37580431975753,-0.0621465928851283,-0.323450044814341,0.483086204501005,"F"
"42",-0.688893547139334,-0.91417207546286,-0.00881116236212213,0.909652224165496,-0.639804672336908,-1.51271458676068,"M"
"43",1.15865385103923,1.32431685877549,0.225640763438783,0.937614080145927,2.29945525957662,2.06558035279039,"M"
"44",-0.576969887237433,0.699369399811705,1.08865837320594,0.195650867644848,-0.539416062324072,-0.934187687177356,"M"
"45",0.396798578579479,0.214788718103482,0.0411594764842242,0.728477275191069,1.08471173400878,0.36544111614903,"M"
"46",-0.0946905322575852,0.641054948049811,0.778378023411486,-0.30908066773801,-0.168176232988745,0.399760076245016,"F"
"47",-0.603004676111754,0.347427470453781,-0.876205103600078,-0.0692297796058365,-1.45659186872565,-0.18317583017566,"M"
"48",0.698539298919118,-0.59593836411511,-1.48813115042484,0.0304021772310999,-0.0471485116938722,-0.633330527525514,"M"
"49",0.150224193262449,0.0441784532403162,-0.277416702542104,-1.06219944823837,-0.220361020857944,-0.167101012197518,"M"
"50",-0.897732438231093,0.187438868381174,-0.397735511726111,-0.700275452839262,-0.250540711661041,0.0036001467816182,"F"
"51",0.990943732765931,-0.372853771203173,1.27201154618862,-0.19748797511242,1.23055412840796,0.999764226791828,"F"
"52",0.841950382905585,1.53509647317928,2.38860071122332,0.303055414331073,2.23279437555797,2.00585759253095,"M"
"53",0.986443720734386,0.169570185405115,0.803153028121362,1.33277152315013,0.414713857589883,0.574172690583132,"F"
"54",-1.54420520844209,-0.148861422342423,-0.29563749891052,0.340193849103019,-1.31734546085176,-1.68670938280481,"F"
"55",0.739939009459449,0.840418122452481,1.46897721246412,0.412327379197538,1.03073091111297,0.975565246636247,"F"
"56",-0.0503943057732589,-0.391795759674925,-1.00356804753097,-0.600008827284245,-0.511885951492683,-0.60371150813908,"M"
"57",2.204054486871,1.83869051255992,3.03988370407661,2.1676958578943,3.07568720459786,2.48458427850202,"F"
"58",0.401646508907527,-1.34386701805285,-0.205253677364331,0.265121274049695,-0.265761540270352,-0.456391342020072,"M"
"59",-0.823797974145077,-0.859680536208771,-0.297710841559043,-0.755764647563936,0.0315636393481968,-0.215935953307837,"F"
"60",-0.690134100536252,-1.76992173863841,0.0827202104403027,-0.521729699432475,-1.76136766931385,-1.25957120544755,"F"
"61",-0.143766291188809,-0.0477689211944185,0.968485457824117,-0.0778323063619215,-0.603674070585938,-0.580618410022822,"F"
